age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
24,Local-gov,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,Female,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
17,Private,11th,Never-married,Sales,Own-child,Female,United-States,<=50K
46,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
54,Private,Some-college,Divorced,Exec-managerial,Unmarried,Male,United-States,<=50K
22,Self-emp-inc,Bachelors,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,South,<=50K
46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,>50K
46,Self-emp-inc,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,United-States,>50K
44,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
59,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
58,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
36,Private,10th,Separated,Handlers-cleaners,Unmarried,Male,United-States,<=50K
29,Private,11th,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
61,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Male,United-States,>50K
29,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,Canada,>50K
40,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
24,Private,7th-8th,Married-civ-spouse,Farming-fishing,Own-child,Female,Mexico,<=50K
42,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
50,Private,Some-college,Married-civ-spouse,Other-service,Husband,Male,United-States,>50K
29,Private,11th,Never-married,Sales,Not-in-family,Male,United-States,<=50K
35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
54,Private,Doctorate,Widowed,Tech-support,Unmarried,Male,United-States,>50K
56,Private,7th-8th,Married-civ-spouse,Adm-clerical,Husband,Male,Dominican-Republic,<=50K
29,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
66,Private,Some-college,Widowed,Other-service,Unmarried,Female,United-States,<=50K
48,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
32,Private,Masters,Never-married,Sales,Own-child,Female,United-States,<=50K
69,Private,HS-grad,Divorced,Sales,Other-relative,Female,United-States,<=50K
23,State-gov,Some-college,Separated,Prof-specialty,Not-in-family,Female,United-States,<=50K
22,Private,HS-grad,Never-married,Other-service,Other-relative,Female,United-States,<=50K
45,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,Male,United-States,<=50K
45,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Female,United-States,<=50K
47,Self-emp-not-inc,Assoc-voc,Separated,Exec-managerial,Unmarried,Female,United-States,<=50K
32,Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,India,<=50K
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
47,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
34,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
43,Private,Some-college,Divorced,Craft-repair,Not-in-family,Male,Canada,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
83,Private,Some-college,Divorced,Prof-specialty,Unmarried,Female,United-States,<=50K
42,Private,Bachelors,Never-married,Sales,Not-in-family,Male,United-States,>50K
42,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
30,Local-gov,Some-college,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
34,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
53,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Male,United-States,<=50K
39,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,Female,United-States,>50K
33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
18,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
34,Private,10th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
32,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
19,Private,Some-college,Never-married,Sales,Own-child,Female,United-States,<=50K
55,Local-gov,HS-grad,Divorced,Exec-managerial,Unmarried,Male,United-States,<=50K
37,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,Female,United-States,<=50K
24,Private,Bachelors,Never-married,Tech-support,Own-child,Male,United-States,<=50K
39,Private,Assoc-voc,Separated,Adm-clerical,Not-in-family,Female,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
44,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,Female,United-States,<=50K
35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,Germany,<=50K
27,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,United-States,<=50K
18,Private,11th,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
43,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
26,Private,HS-grad,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
23,Private,Some-college,Never-married,Adm-clerical,Unmarried,Female,Trinadad&Tobago,<=50K
41,State-gov,HS-grad,Married-civ-spouse,Farming-fishing,Other-relative,Male,United-States,<=50K
33,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
31,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
56,State-gov,10th,Widowed,Other-service,Not-in-family,Female,United-States,<=50K
39,Federal-gov,Masters,Married-civ-spouse,Other-service,Husband,Male,Trinadad&Tobago,<=50K
42,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Female,United-States,<=50K
33,Private,12th,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
22,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Female,United-States,<=50K
23,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
55,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
79,Local-gov,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Female,United-States,<=50K
37,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
47,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
41,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
56,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Male,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
47,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Female,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
55,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
31,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Female,United-States,<=50K
27,Private,HS-grad,Separated,Craft-repair,Not-in-family,Male,United-States,<=50K
23,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
27,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Female,United-States,<=50K
48,Private,12th,Widowed,Handlers-cleaners,Not-in-family,Male,Guatemala,<=50K
39,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
25,Private,Bachelors,Married-civ-spouse,Sales,Wife,Female,United-States,<=50K
27,Private,Bachelors,Never-married,Sales,Not-in-family,Female,United-States,<=50K
64,Local-gov,Doctorate,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
55,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
46,Private,10th,Divorced,Sales,Unmarried,Female,United-States,<=50K
23,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
37,Private,Masters,Never-married,Exec-managerial,Own-child,Male,United-States,>50K
27,Private,Masters,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
35,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,Japan,<=50K
45,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,Female,United-States,<=50K
59,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
35,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
58,Private,10th,Divorced,Other-service,Unmarried,Female,United-States,<=50K
41,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Not-in-family,Male,United-States,<=50K
39,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,India,<=50K
31,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Own-child,Male,United-States,<=50K
34,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
35,Private,Some-college,Never-married,Sales,Not-in-family,Male,United-States,<=50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Other-service,Not-in-family,Female,United-States,<=50K
68,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
43,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
25,Private,Bachelors,Never-married,Sales,Not-in-family,Male,United-States,<=50K
35,Local-gov,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Female,Vietnam,<=50K
57,Private,Assoc-voc,Divorced,Other-service,Other-relative,Female,Outlying-US(Guam-USVI-etc),<=50K
57,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
37,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,<=50K
18,Private,Some-college,Never-married,Other-service,Other-relative,Female,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,Female,United-States,>50K
24,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Female,United-States,<=50K
36,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Female,United-States,<=50K
23,Private,Some-college,Divorced,Adm-clerical,Other-relative,Female,United-States,<=50K
36,Private,HS-grad,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
52,Private,HS-grad,Divorced,Craft-repair,Unmarried,Female,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
18,Private,HS-grad,Never-married,Exec-managerial,Own-child,Female,United-States,<=50K
32,Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
34,Self-emp-inc,HS-grad,Divorced,Sales,Unmarried,Male,United-States,>50K
29,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
60,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Other-service,Own-child,Female,United-States,<=50K
30,Private,HS-grad,Separated,Other-service,Not-in-family,Female,United-States,<=50K
50,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Not-in-family,Male,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Female,Peru,>50K
66,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
28,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
35,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
50,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
34,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Wife,Female,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
29,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,<=50K
34,Private,Some-college,Divorced,Other-service,Not-in-family,Female,United-States,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,Philippines,<=50K
57,Private,12th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
30,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Female,United-States,<=50K
57,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
51,Private,Bachelors,Divorced,Tech-support,Not-in-family,Male,United-States,<=50K
37,Federal-gov,Masters,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
42,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
32,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
19,Private,9th,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
24,Private,11th,Separated,Craft-repair,Not-in-family,Male,Mexico,<=50K
25,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
31,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
49,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,Canada,>50K
60,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
39,Private,Bachelors,Never-married,Tech-support,Not-in-family,Female,United-States,<=50K
38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
43,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,United-States,<=50K
73,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,Female,United-States,<=50K
